CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
1.820;1;28;Cliente 1820;SÃO PAULO;SP;3550308;2;-1;14
1.821;1;9;Cliente 1821;SÃO PAULO;SP;3550308;2;0;0
1.822;1;27;Cliente 1822;SÃO PAULO;SP;3550308;2;-1;14
1.823;1;9;Cliente 1823;SÃO PAULO;SP;3550308;2;-1;14
1.824;1;30;Cliente 1824;SÃO PAULO;SP;3550308;2;-1;21
1.825;1;9;Cliente 1825;SÃO PAULO;SP;3550308;2;-1;14
1.826;1;9;Cliente 1826;SÃO PAULO;SP;3550308;2;-1;14
1.827;1;9;Cliente 1827;SÃO PAULO;SP;3550308;2;-1;14
1.828;1;11;Cliente 1828;SÃO PAULO;SP;3550308;2;-1;14
1.829;1;28;Cliente 1829;SÃO PAULO;SP;3550308;2;-1;7
1.831;1;4;Cliente 1831;UBATUBA;SP;3555406;1;-1;14
1.832;1;9;Cliente 1832;UBATUBA;SP;3555406;2;-1;21
1.834;1;29;Cliente 1834;SÃO PAULO;SP;3550308;2;-1;14
1.835;1;9;Cliente 1835;SÃO PAULO;SP;3550308;2;-1;14
1.836;1;27;Cliente 1836;SÃO PAULO;SP;3550308;2;-1;14
1.837;1;31;Cliente 1837;SÃO PAULO;SP;3550308;2;0;0
1.838;1;28;Cliente 1838;SÃO PAULO;SP;3550308;2;-1;14
1.839;1;9;Cliente 1839;SÃO PAULO;SP;3550308;2;-1;7
1.841;1;9;Cliente 1841;SÃO PAULO;SP;3550308;2;-1;14
1.842;1;27;Cliente 1842;SÃO PAULO;SP;3550308;2;-1;14
1.843;1;9;Cliente 1843;SÃO PAULO;SP;3550308;2;-1;14
1.845;1;9;Cliente 1845;SÃO PAULO;SP;3550308;2;-1;14
1.846;1;11;Cliente 1846;SÃO PAULO;SP;3550308;2;-1;14
1.848;1;9;Cliente 1848;SÃO PAULO;SP;3550308;2;-1;14
1.849;1;28;Cliente 1849;SÃO PAULO;SP;3550308;2;-1;14
1.850;1;9;Cliente 1850;SÃO PAULO;SP;3550308;2;-1;14
1.852;1;11;Cliente 1852;SÃO PAULO;SP;3550308;2;-1;14
1.853;1;9;Cliente 1853;SÃO PAULO;SP;3550308;2;-1;14
1.854;1;27;Cliente 1854;SÃO PAULO;SP;3550308;2;-1;10
1.855;1;9;Cliente 1855;SÃO PAULO;SP;3550308;2;0;21
1.856;1;27;Cliente 1856;SÃO PAULO;SP;3550308;2;-1;14
1.857;1;4;Cliente 1857;UBATUBA;SP;3555406;2;-1;14
1.858;1;9;Cliente 1858;SÃO PAULO;SP;3550308;2;-1;7
1.859;1;9;Cliente 1859;SÃO PAULO;SP;3550308;2;-1;14
1.860;1;27;Cliente 1860;SÃO PAULO;SP;3550308;2;-1;14
1.861;1;31;Cliente 1861;UBATUBA;SP;3555406;2;-1;14
1.862;1;9;Cliente 1862;SÃO PAULO;SP;3550308;2;-1;14
1.863;1;27;Cliente 1863;SÃO PAULO;SP;3550308;2;-1;14
1.864;1;9;Cliente 1864;SÃO PAULO;SP;3550308;2;-1;14
1.865;1;27;Cliente 1865;SÃO PAULO;SP;3550308;2;-1;7
1.866;1;9;Cliente 1866;SÃO PAULO;SP;3550308;2;-1;14
1.867;1;9;Cliente 1867;SÃO PAULO;SP;3550308;2;-1;14
1.868;1;9;Cliente 1868;ILHABELA;SP;3520400;2;-1;14
1.869;1;4;Cliente 1869;UBATUBA;SP;3555406;2;-1;14
1.870;1;9;Cliente 1870;SÃO PAULO;SP;3550308;2;-1;14
1.871;1;28;Cliente 1871;SÃO PAULO;SP;3550308;2;-1;21
1.872;1;11;Cliente 1872;SÃO PAULO;SP;3550308;2;-1;14
1.873;1;9;Cliente 1873;SÃO PAULO;SP;3550308;2;-1;28
1.874;1;9;Cliente 1874;SÃO PAULO;SP;3550308;2;-1;14
1.875;1;28;Cliente 1875;SÃO PAULO;SP;3550308;2;-1;14
1.876;1;27;Cliente 1876;SÃO PAULO;SP;3550308;2;-1;14
1.877;1;30;Cliente 1877;SÃO PAULO;SP;3550308;2;-1;14
1.878;1;9;Cliente 1878;SÃO PAULO;SP;3550308;2;-1;14
1.879;1;27;Cliente 1879;SÃO PAULO;SP;3550308;2;-1;7
1.881;1;27;Cliente 1881;SÃO PAULO;SP;3550308;2;-1;14
1.882;1;9;Cliente 1882;SÃO PAULO;SP;3550308;2;-1;14
1.883;1;9;Cliente 1883;SÃO PAULO;SP;3550308;2;-1;14
1.884;1;9;Cliente 1884;SÃO PAULO;SP;3550308;2;-1;14
1.885;1;29;Cliente 1885;SÃO PAULO;SP;3550308;2;-1;21
1.886;1;29;Cliente 1886;SÃO PAULO;SP;3550308;2;-1;21
1.887;1;27;Cliente 1887;SÃO PAULO;SP;3550308;2;-1;14
1.888;1;9;Cliente 1888;SÃO PAULO;SP;3550308;2;-1;14
1.889;1;9;Cliente 1889;SÃO PAULO;SP;3550308;2;0;
1.890;1;9;Cliente 1890;SÃO PAULO;SP;3550308;2;-1;14
1.892;1;11;Cliente 1892;SÃO PAULO;SP;3550308;2;-1;14
1.894;1;9;Cliente 1894;SÃO PAULO;SP;3550308;2;-1;14
1.895;1;9;Cliente 1895;SÃO PAULO;SP;3550308;2;-1;14
1.896;1;9;Cliente 1896;SÃO PAULO;SP;3550308;2;-1;14
1.897;1;9;Cliente 1897;SÃO PAULO;SP;3550308;2;-1;14
1.898;1;9;Cliente 1898;SÃO PAULO;SP;3550308;2;-1;14
1.899;1;9;Cliente 1899;SÃO PAULO;SP;3550308;2;-1;14
1.900;1;27;Cliente 1900;SÃO PAULO;SP;3550308;2;-1;14
1.901;1;27;Cliente 1901;SÃO PAULO;SP;3550308;2;-1;14
1.902;1;27;Cliente 1902;SÃO PAULO;SP;3550308;2;-1;14
1.903;1;11;Cliente 1903;SÃO PAULO;SP;3550308;2;-1;14
1.905;1;27;Cliente 1905;SÃO PAULO;SP;3550308;2;-1;14
1.907;1;9;Cliente 1907;SÃO PAULO;SP;3550308;2;0;0
1.909;1;27;Cliente 1909;SÃO PAULO;SP;3550308;2;-1;10
1.910;1;27;Cliente 1910;SÃO PAULO;SP;3550308;2;-1;14
1.911;1;9;Cliente 1911;BARUERI;SP;3505708;2;0;0
1.912;1;27;Cliente 1912;SÃO PAULO;SP;3550308;2;-1;14
1.913;1;9;Cliente 1913;SÃO PAULO;SP;3550308;2;-1;14
1.914;1;28;Cliente 1914;SÃO PAULO;SP;3550308;2;-1;7
1.915;1;27;Cliente 1915;SAO PAULO;SP;3550308;2;0;14
1.917;1;9;Cliente 1917;SÃO PAULO;SP;3550308;2;-1;14
1.918;1;9;Cliente 1918;SÃO PAULO;SP;3550308;2;-1;14
1.919;1;9;Cliente 1919;SÃO PAULO;SP;3550308;2;-1;14
1.920;1;28;Cliente 1920;SÃO PAULO;SP;3550308;2;-1;14
1.921;1;27;Cliente 1921;SÃO PAULO;SP;3550308;2;-1;7
1.922;1;9;Cliente 1922;SÃO PAULO;SP;3550308;2;-1;14
1.923;1;27;Cliente 1923;SÃO PAULO;SP;3550308;2;-1;14
1.924;1;9;Cliente 1924;SÃO PAULO;SP;3550308;2;-1;14
1.925;1;9;Cliente 1925;SÃO PAULO;SP;3550308;2;0;0
1.926;1;9;Cliente 1926;SÃO PAULO;SP;3550308;2;-1;14
1.927;1;9;Cliente 1927;SÃO PAULO;SP;3550308;2;-1;10
1.928;1;27;Cliente 1928;SÃO PAULO;SP;3550308;2;-1;14
1.929;1;9;Cliente 1929;SÃO PAULO;SP;3550308;2;0;14
1.930;1;9;Cliente 1930;SÃO PAULO;SP;3550308;2;-1;7
1.931;1;28;Cliente 1931;SÃO PAULO;SP;3550308;2;0;0
1.932;1;9;Cliente 1932;SÃO PAULO;SP;3550308;2;-1;14
1.933;1;9;Cliente 1933;SÃO PAULO;SP;3550308;2;-1;14
1.934;1;11;Cliente 1934;SÃO PAULO;SP;3550308;2;-1;14
1.935;1;9;Cliente 1935;SÃO PAULO;SP;3550308;2;0;14
1.936;1;9;Cliente 1936;SÃO PAULO;SP;3550308;2;-1;14
1.937;1;27;Cliente 1937;SÃO PAULO;SP;3550308;2;-1;14
1.938;1;9;Cliente 1938;SÃO PAULO;SP;3550308;2;-1;14
1.939;1;9;Cliente 1939;SÃO PAULO;SP;3550308;2;-1;14
1.940;1;27;Cliente 1940;SÃO PAULO;SP;3550308;2;-1;7
1.942;1;9;Cliente 1942;SÃO PAULO;SP;3550308;2;-1;7
1.943;1;9;Cliente 1943;SÃO PAULO;SP;3550308;2;-1;14
1.945;1;9;Cliente 1945;SÃO PAULO;SP;3550308;2;-1;14
1.946;1;4;Cliente 1946;UBATUBA;SP;355406;1;0;0
1.947;1;9;Cliente 1947;SÃO PAULO;SP;3550308;2;0;0
1.948;1;28;Cliente 1948;SÃO PAULO;SP;3550308;2;-1;14
1.949;1;9;Cliente 1949;SÃO PAULO;SP;3550308;2;-1;14
1.950;1;27;Cliente 1950;SÃO PAULO;SP;3550308;2;-1;14
1.951;1;30;Cliente 1951;SÃO PAULO;SP;3550308;2;-1;14
1.952;1;9;Cliente 1952;SÃO PAULO;SP;3550308;2;-1;14
1.953;1;9;Cliente 1953;SÃO PAULO;SP;3550308;2;0;14
1.954;1;11;Cliente 1954;SÃO PAULO;SP;3550308;2;-1;14
1.955;1;9;Cliente 1955;SÃO PAULO;SP;3550308;2;-1;14
1.956;1;11;Cliente 1956;SÃO PAULO;SP;3550308;2;-1;14
1.957;1;9;Cliente 1957;SÃO PAULO;SP;3550308;2;-1;14
1.958;1;9;Cliente 1958;SÃO PAULO;SP;3550308;2;-1;14
1.959;1;30;Cliente 1959;SÃO PAULO;SP;3550308;2;-1;14
1.961;1;30;Cliente 1961;SÃO PAULO;SP;3550308;2;-1;14
1.962;1;27;Cliente 1962;SÃO PAULO;SP;3550308;2;-1;14
1.963;1;3;Cliente 1963;UBATUBA;SP;3555406;2;-1;14
1.964;1;9;Cliente 1964;SÃO PAULO;SP;3550308;2;-1;10
1.965;1;32;Cliente 1965;SÃO PAULO;SP;3550308;2;-1;7
1.968;1;32;Cliente 1968;SÃO PAULO;SP;3550308;2;-1;14
1.969;1;28;Cliente 1969;SÃO PAULO;SP;3550308;2;-1;7
1.970;1;11;Cliente 1970;SÃO PAULO;SP;3550308;2;-1;14
1.971;1;3;Cliente 1971;UBATUBA;SP;3555406;2;0;0
1.972;1;9;Cliente 1972;UBATUBa;;3555406;2;0;0
1.973;1;11;Cliente 1973;SÃO PAULO;SP;3550308;2;0;14
1.975;1;30;Cliente 1975;SÃO PAULO;SP;3550308;2;-1;14
1.976;1;9;Cliente 1976;SÃO PAULO;SP;3550308;2;-1;14
1.977;1;30;Cliente 1977;SÃO PAULO;SP;3550308;2;-1;14
1.978;1;9;Cliente 1978;SÃO PAULO;SP;3550308;2;-1;7
1.979;1;29;Cliente 1979;SÃO PAULO;SP;3550308;2;-1;21
1.980;1;11;Cliente 1980;SÃO PAULO;SP;3550308;2;0;14
1.981;1;11;Cliente 1981;SÃO PAULO;SP;3550308;2;-1;14
1.982;1;9;Cliente 1982;SÃO PAULO;SP;3550308;2;-1;14
1.983;1;9;Cliente 1983;SÃO PAULO;SP;3550308;2;-1;14
1.984;1;9;Cliente 1984;SÃO PAULO;SP;3550308;2;-1;7
1.985;1;9;Cliente 1985;SÃO PAULO;SP;3550308;2;-1;7
1.986;1;4;Cliente 1986;UBATUBA;SP;3555406;1;-1;14
1.987;1;3;Cliente 1987;UBATUBA;SP;3555406;1;0;14
1.988;1;4;Cliente 1988;UBATUBA;SP;3555406;2;-1;14
1.989;1;27;Cliente 1989;SÃO PAULO;SP;3550308;2;-1;7
1.991;1;9;Cliente 1991;ITU;SP;3523909;2;-1;14
1.992;1;9;Cliente 1992;SAO PAULO;SP;3550308;2;0;
1.993;1;28;Cliente 1993;SAO PAULO;SP;3550308;2;0;0
1.994;1;27;Cliente 1994;SÃO PAULO;SP;3550308;2;-1;14
1.995;1;9;Cliente 1995;SÃO PAULO;SP;3550308;2;-1;14
1.996;1;9;Cliente 1996;SÃO PAULO;SP;3550308;2;0;0
1.997;1;27;Cliente 1997;SÃO PAULO;SP;3550308;2;-1;14
1.998;1;27;Cliente 1998;SÃO PAULO;SP;3550308;2;-1;14
1.999;1;27;Cliente 1999;SÃO PAULO;SP;3550308;2;-1;7
2.000;1;9;Cliente 2000;SÃO PAULO;SP;3550308;2;0;
2.001;1;4;Cliente 2001;UBATUBA;SP;3555406;2;-1;14
2.002;1;9;Cliente 2002;SÃO PAULO;SP;3550308;2;-1;14
2.003;1;27;Cliente 2003;SÃO PAULO;SP;3550308;2;-1;14
2.004;1;9;Cliente 2004;SÃO PAULO;SP;3550308;2;-1;14
2.005;1;30;Cliente 2005;SÃO PAULO;SP;3550308;2;-1;14
2.006;1;9;Cliente 2006;SÃO PAULO;SP;3550308;2;-1;14
2.007;1;27;Cliente 2007;SÃO PAULO;SP;3550308;2;-1;14
2.009;1;9;Cliente 2009;SÃO PAULO;;3550308;2;0;0
2.010;1;9;Cliente 2010;SÃO PAULO;SP;3550308;2;-1;28
2.011;1;9;Cliente 2011;SÃO PAULO;SP;3550308;2;-1;14
2.012;1;9;Cliente 2012;SAO PAULO;SP;3550308;2;-1;28
2.013;1;11;Cliente 2013;SÃO PAULO;SP;3550308;2;0;14
2.014;1;4;Cliente 2014;UBATUBA;SP;3555406;2;0;0
2.015;1;27;Cliente 2015;SÃO PAULO;SP;3550308;2;-1;7
2.016;1;27;Cliente 2016;SÃO PAULO;SP;3550308;2;0;0
2.017;1;9;Cliente 2017;SÃO PAULO;SP;3550308;2;0;0
2.018;1;27;Cliente 2018;SÃO PAULO;SP;3550308;2;-1;28
2.019;1;9;Cliente 2019;SÃO PAULO;SP;3550308;2;-1;21
2.020;1;9;Cliente 2020;SÃO PAULO;SP;3550308;2;-1;20
2.021;1;9;Cliente 2021;SÃO PAULO;SP;3550308;2;0;14
2.022;1;9;Cliente 2022;SÃO PAULO;SP;3550308;2;-1;14
2.024;1;9;Cliente 2024;SÃO PAULO;SP;3550308;2;-1;14
2.025;1;27;Cliente 2025;SÃO PAULO;SP;3550308;2;-1;14
2.026;1;9;Cliente 2026;SÃO PAULO;SP;3550308;2;0;28
2.027;1;30;Cliente 2027;SÃO PAULO;SP;3550308;2;-1;14
2.028;1;27;Cliente 2028;SÃO PAULO;SP;3550308;2;-1;14
2.029;1;9;Cliente 2029;SÃO PAULO;SP;3550308;2;0;0
2.030;1;28;Cliente 2030;SÃO PAULO;SP;3550308;2;-1;7
2.031;1;9;Cliente 2031;SAO CAETANO DO SUL;SP;3548807;2;-1;21
2.032;1;11;Cliente 2032;SÃO PAULO;SP;3550308;2;-1;14
2.033;1;9;Cliente 2033;SÃO PAULO;SP;3550308;2;0;0
2.034;1;9;Cliente 2034;SÃO PAULO;SP;3550308;2;-1;14
2.036;1;9;Cliente 2036;SÃO PAULO;SP;3550308;2;-1;14
2.037;1;11;Cliente 2037;SÃO PAULO;SP;3550308;2;-1;14
2.038;1;9;Cliente 2038;SÃO PAULO;SP;3550308;2;0;14
2.039;1;9;Cliente 2039;SÃO PAULO;SP;3550308;2;-1;14
2.040;1;9;Cliente 2040;SÃO PAULO;SP;3550308;2;-1;14
2.043;1;27;Cliente 2043;SÃO PAULO;SP;3550308;2;-1;7
2.044;1;9;Cliente 2044;SÃO PAULO;SP;3550308;2;-1;21
2.045;1;27;Cliente 2045;SÃO PAULO;SP;3550308;2;0;0
2.046;1;27;Cliente 2046;SÃO PAULO;SP;3550308;2;-1;14
2.047;1;27;Cliente 2047;SÃO PAULO;SP;3550308;2;-1;7
2.048;1;9;Cliente 2048;SÃO PAULO;SP;3550308;2;0;0
2.049;1;9;Cliente 2049;SÃO PAULO;SP;3550308;2;-1;14
2.050;1;9;Cliente 2050;SÃO PAULO;SP;3550308;2;-1;14
2.051;1;28;Cliente 2051;SÃO PAULO;SP;3550308;2;-1;14
2.052;1;27;Cliente 2052;SÃO PAULO;SP;3550308;2;0;0
2.053;1;29;Cliente 2053;SÃO PAULO;SP;3550308;2;-1;14
2.054;1;9;Cliente 2054;SÃO PAULO;SP;3550308;2;-1;21
2.055;1;28;Cliente 2055;SÃO PAULO;SP;3550308;2;-1;14
2.056;1;9;Cliente 2056;SÃO PAULO;SP;3550308;2;-1;14
2.057;1;9;Cliente 2057;SÃO PAULO;SP;3550308;2;-1;14
2.058;1;32;Cliente 2058;SÃO PAULO;SP;3550308;2;-1;7
2.059;1;30;Cliente 2059;SÃO PAULO;SP;3550308;2;-1;14
2.060;1;27;Cliente 2060;SÃO PAULO;SP;3550308;2;-1;14
2.061;1;9;Cliente 2061;SÃO PAULO;SP;3550308;2;-1;7
2.062;1;4;Cliente 2062;UBATUBA;SP;3555406;2;0;14
2.063;1;9;Cliente 2063;SÃO PAULO;SP;3550308;2;-1;10
2.064;1;9;Cliente 2064;SÃO PAULO;SP;3550308;2;-1;7
2.065;1;9;Cliente 2065;SÃO PAULO;SP;3550308;2;0;0
2.067;1;32;Cliente 2067;SÃO PAULO;SP;3550308;2;-1;14
2.069;1;9;Cliente 2069;SÃO PAULO;SP;3550308;2;-1;21
2.071;1;9;Cliente 2071;SÃO PAULO;SP;3550308;2;-1;14
2.072;1;9;Cliente 2072;SÃO PAULO;SP;3550308;2;0;14
2.073;1;9;Cliente 2073;SÃO PAULO;SP;3550308;2;-1;14
2.075;1;9;Cliente 2075;SÃO PAULO;SP;3550308;2;0;7
2.076;1;9;Cliente 2076;SÃO PAULO;SP;3550308;2;-1;14
2.077;1;9;Cliente 2077;SÃO PAULO;SP;3550308;2;-1;14
2.078;1;9;Cliente 2078;SÃO PAULO;SP;3550308;2;-1;14
2.080;1;27;Cliente 2080;SÃO PAULO;SP;3550308;2;-1;14
2.081;1;9;Cliente 2081;SÃO PAULO;SP;3550308;2;0;0
2.082;1;9;Cliente 2082;SÃO PAULO;SP;3550308;2;0;14
2.083;1;9;Cliente 2083;SÃO PAULO;SP;3550308;2;0;
2.084;1;27;Cliente 2084;SÃO PAULO;SP;3550308;2;-1;14
2.085;1;28;Cliente 2085;SÃO PAULO;SP;3550308;2;0;0
2.086;1;27;Cliente 2086;SÃO PAULO;SP;3550308;2;-1;21
2.087;1;9;Cliente 2087;SÃO PAULO;SP;3550308;2;-1;14
2.089;1;9;Cliente 2089;SÃO PAULO;SP;3550308;2;-1;21
2.090;1;27;Cliente 2090;SÃO PAULO;SP;3550308;2;-1;3
2.091;1;29;Cliente 2091;SÃO PAULO;SP;3550308;2;-1;14
2.092;1;9;Cliente 2092;SÃO PAULO;SP;3550308;2;-1;14
2.093;1;9;Cliente 2093;SÃO PAULO;SP;3550308;2;-1;14
2.094;1;28;Cliente 2094;SÃO PAULO;SP;3550308;2;-1;14
2.095;1;9;Cliente 2095;SAO PAULO;SP;3550308;2;-1;14
2.096;1;4;Cliente 2096;UBATUBA;SP;3555406;2;-1;14
2.097;1;9;Cliente 2097;SÃO PAULO;SP;3550308;2;-1;14
2.098;1;27;Cliente 2098;SÃO PAULO;SP;3550308;2;-1;14
2.099;1;9;Cliente 2099;SÃO PAULO;SP;3550308;2;-1;14
2.101;1;9;Cliente 2101;SÃO PAULO;SP;3550308;2;-1;14
2.102;1;9;Cliente 2102;SÃO PAULO;SP;3550308;2;-1;21
2.103;1;9;Cliente 2103;SÃO PAULO;SP;3550308;2;-1;14
2.104;1;9;Cliente 2104;SÃO PAULO;SP;3550308;2;-1;7
2.105;1;9;Cliente 2105;SÃO PAULO;SP;3550308;2;0;0
2.106;1;4;Cliente 2106;UBATUBA;SP;3555406;2;0;14
2.107;1;27;Cliente 2107;SÃO PAULO;SP;3550308;2;-1;10
2.108;1;27;Cliente 2108;SÃO PAULO;SP;3550308;2;-1;14
2.109;1;28;Cliente 2109;SÃO PAULO;SP;3550308;2;0;21
2.110;1;28;Cliente 2110;SÃO PAULO;SP;3550308;2;-1;14
2.112;1;9;Cliente 2112;SÃO PAULO;SP;3550308;2;0;14
2.113;1;9;Cliente 2113;SÃO PAULO;SP;3550308;2;-1;14
2.114;1;11;Cliente 2114;SÃO PAULO;SP;3550308;2;0;0
2.115;1;27;Cliente 2115;SÃO PAULO;SP;3550308;2;-1;14
2.116;1;32;Cliente 2116;SÃO PAULO;SP;3550308;2;-1;14
2.117;1;29;Cliente 2117;SÃO PAULO;SP;3550308;2;-1;21
2.119;1;33;Cliente 2119;SÃO PAULO;SP;3550308;2;0;14
2.120;1;9;Cliente 2120;SÃO PAULO;SP;3550308;2;-1;7
2.121;1;9;Cliente 2121;SÃO PAULO;SP;3550308;2;-1;14
2.122;1;27;Cliente 2122;SÃO PAULO;SP;3550308;2;-1;7
2.123;1;11;Cliente 2123;SÃO PAULO;SP;3550308;2;0;0
2.124;1;9;Cliente 2124;SÃO PAULO;SP;3550308;2;0;
2.125;1;9;Cliente 2125;SAO PAULO;SP;3550308;2;-1;14
2.126;1;30;Cliente 2126;SÃO PAULO;SP;3550308;2;-1;14
2.127;1;9;Cliente 2127;SÃO PAULO;SP;3550308;2;-1;28
2.128;1;6;Cliente 2128;SÃO PAULO;SP;3550308;2;0;7
2.129;1;28;Cliente 2129;SÃO PAULO;SP;3550308;2;-1;14
2.130;1;22;Cliente 2130;SÃO PAULO;SP;3550308;2;0;0
2.131;1;9;Cliente 2131;CAMPOS DO JORDAO;SP;3509700;2;-1;28
2.132;1;28;Cliente 2132;SÃO PAULO;SP;3550308;2;-1;7
2.133;1;9;Cliente 2133;SÃO PAULO;SP;3550308;2;-1;14
2.134;1;33;Cliente 2134;SÃO PAULO;SP;3550308;2;-1;14
2.135;1;9;Cliente 2135;SÃO PAULO;SP;3550308;2;-1;14
2.136;1;9;Cliente 2136;SÃO PAULO;SP;3550308;2;-1;14
2.137;1;9;Cliente 2137;SAO PAULO;SP;3550308;2;-1;14
2.138;1;9;Cliente 2138;SÃO PAULO;SP;3550308;2;-1;14
2.139;1;9;Cliente 2139;SÃO PAULO;SP;3550308;2;-1;21
2.140;1;27;Cliente 2140;SÃO PAULO;SP;3550308;2;-1;14
2.141;1;9;Cliente 2141;SÃO PAULO;SP;3550308;2;0;0
2.142;1;11;Cliente 2142;SÃO PAULO;SP;3550308;2;-1;14
2.144;1;3;Cliente 2144;UBATUBA;SP;3555406;2;-1;14
2.145;1;6;Cliente 2145;SÃO PAULO;SP;3550308;1;0;0
2.146;1;9;Cliente 2146;SÃO PAULO;SP;3550308;2;-1;14
2.147;1;4;Cliente 2147;UBATUBA;SP;3555406;2;-1;14
2.148;1;9;Cliente 2148;SÃO PAULO;SP;3550308;2;-1;14
2.149;1;29;Cliente 2149;SÃO PAULO;SP;3550308;2;-1;14
2.150;1;30;Cliente 2150;SÃO PAULO;SP;3550308;2;-1;14
2.151;1;27;Cliente 2151;SÃO PAULO;SP;3550308;2;-1;14
2.152;1;27;Cliente 2152;SÃO PAULO;SP;3550308;2;-1;14
2.153;1;33;Cliente 2153;SÃO PAULO;SP;3550308;2;-1;14
2.154;1;9;Cliente 2154;SÃO PAULO;SP;3550308;2;-1;14
2.155;1;9;Cliente 2155;SÃO PAULO;SP;3550308;2;0;0
2.156;1;4;Cliente 2156;UBATUBA;SP;3555406;2;-1;14
2.158;1;9;Cliente 2158;SÃO PAULO;SP;3550308;2;0;0
2.159;1;9;Cliente 2159;SÃO PAULO;SP;3550308;2;0;0
2.160;1;6;Cliente 2160;SÃO PAULO;SP;3550308;2;0;0
2.161;1;9;Cliente 2161;SÃO PAULO;SP;3550308;2;-1;21
2.162;1;4;Cliente 2162;UBATUBA;SP;3555406;2;-1;14
2.163;1;9;Cliente 2163;SÃO PAULO;SP;3550308;2;-1;14
2.164;1;30;Cliente 2164;SÃO PAULO;SP;3550308;2;-1;7
2.165;1;9;Cliente 2165;SÃO PAULO;SP;3550308;2;-1;7
2.166;1;9;Cliente 2166;SÃO PAULO;SP;3550308;2;-1;21
2.167;1;9;Cliente 2167;SÃO PAULO;SP;3550308;2;-1;14
2.168;1;11;Cliente 2168;SÃO PAULO;SP;3550308;2;-1;14
2.169;1;9;Cliente 2169;SÃO PAULO;SP;3550308;2;-1;14
2.170;1;9;Cliente 2170;SÃO PAULO;SP;3550308;2;0;7
2.171;1;27;Cliente 2171;SÃO PAULO;SP;3550308;2;-1;14
2.172;1;27;Cliente 2172;SÃO PAULO;SP;3550308;2;-1;14
2.173;1;4;Cliente 2173;UBATUBA;SP;3555406;2;-1;14
2.174;1;27;Cliente 2174;SÃO PAULO;SP;3550308;2;-1;14
2.175;1;32;Cliente 2175;SÃO PAULO;SP;3550308;2;0;28
2.176;1;9;Cliente 2176;SÃO PAULO;SP;3550308;2;-1;14
2.177;1;9;Cliente 2177;SÃO PAULO;SP;3550308;2;-1;14
2.178;1;11;Cliente 2178;SÃO PAULO;SP;3550308;2;-1;7
2.179;1;9;Cliente 2179;SÃO PAULO;SP;3550308;2;-1;14
2.180;1;9;Cliente 2180;SÃO PAULO;SP;3550308;2;-1;14
2.181;1;9;Cliente 2181;SÃO PAULO;SP;3550308;2;-1;14
2.182;1;29;Cliente 2182;SAO PAULO;SP;3550308;2;-1;7
2.183;1;30;Cliente 2183;SÃO PAULO;SP;3550308;2;-1;14
2.184;1;27;Cliente 2184;SÃO PAULO;SP;3550308;2;-1;14
2.185;1;28;Cliente 2185;SAO PAULO;SP;3550308;2;-1;7
2.186;1;9;Cliente 2186;SÃO PAULO;SP;3550308;2;-1;14
2.187;1;28;Cliente 2187;SÃO PAULO;SP;3550308;2;-1;14
2.188;1;28;Cliente 2188;SÃO PAULO;SP;3550308;2;0;0
2.190;1;27;Cliente 2190;SÃO PAULO;SP;3550308;2;-1;14
2.191;1;9;Cliente 2191;SÃO PAULO;SP;3550308;2;-1;14
2.192;1;9;Cliente 2192;SÃO PAULO;SP;3550308;2;-1;28
2.193;1;9;Cliente 2193;SÃO PAULO;SP;3550308;2;-1;14
2.194;1;9;Cliente 2194;SÃO PAULO;SP;3550308;2;-1;14
2.195;1;9;Cliente 2195;CAMPINAS;SP;3509502;2;0;19
2.196;1;9;Cliente 2196;SÃO PAULO;SP;3550308;2;0;14
2.197;1;9;Cliente 2197;SÃO PAULO;SP;3550308;2;-1;14
2.198;1;27;Cliente 2198;SÃO PAULO;SP;3550308;2;0;14
2.199;1;9;Cliente 2199;SÃO PAULO;SP;3550308;2;-1;14
2.200;1;28;Cliente 2200;SÃO PAULO;SP;3550308;2;0;14
2.201;1;30;Cliente 2201;SÃO PAULO;SP;3550308;2;0;10
2.202;1;11;Cliente 2202;SÃO PAULO;SP;3550308;2;-1;7
2.203;1;9;Cliente 2203;SAO PAULO;SP;3550308;2;0;0
2.204;1;28;Cliente 2204;SÃO PAULO;SP;3550308;2;-1;30
2.205;1;31;Cliente 2205;UBATUBA;SP;3555406;2;-1;14
2.206;1;9;Cliente 2206;SÃO PAULO;SP;3550308;2;-1;28
2.207;1;27;Cliente 2207;SÃO PAULO;SP;3550308;2;-1;14
2.208;1;28;Cliente 2208;SÃO PAULO;SP;3550308;2;-1;14
2.209;1;9;Cliente 2209;SÃO PAULO;SP;3550308;2;0;14
2.210;1;27;Cliente 2210;SÃO PAULO;SP;3550308;2;-1;7
2.211;1;11;Cliente 2211;SÃO PAULO;SP;3550308;2;-1;14
2.212;1;28;Cliente 2212;SÃO PAULO;SP;3550308;2;-1;14
2.213;1;4;Cliente 2213;UBATUBA;SP;3555406;1;-1;14
2.214;1;4;Cliente 2214;UBATUBA;SP;3555406;1;-1;14
2.215;1;9;Cliente 2215;SÃO PAULO;SP;3550308;2;-1;21
2.216;1;9;Cliente 2216;SÃO PAULO;SP;3550308;2;-1;14
