CODPROD;NOMEPROD;CODFORNE;UNIDADE;ALIQICMS;VALCUSTO;VALVENDA;QTDEMIN;QTDEESTQ;GRUPO;CLASSESTQ;COMISSAO;PESOBRUTO
1.972;PRODUTO 1972;243;4;18,0;8,00;11,00;4,000;24,000;7;D;0,0000;0,510
1.973;PRODUTO 1973;243;4;18,0;7,95;11,00;5,000;28,000;7;C;0,0000;0,510
1.974;PRODUTO 1974;279;4;0,0;8,00;9,90;12,000;189,000;11;D;0,0000;0,510
1.975;PRODUTO 1975;311;4;0,0;19,22;23,00;2,000;12,000;5;D;0,0000;2,000
1.976;PRODUTO 1976;311;4;0,0;13,76;15,90;6,000;25,000;5;C;0,0000;1,050
1.978;PRODUTO 1978;21;4;0,0;15,50;20,50;8,000;40,000;1;C;0,0000;0,530
1.979;PRODUTO 1979;401;4;0,0;19,20;23,50;9,000;96,000;7;C;0,0000;0,670
1.980;PRODUTO 1980;401;4;0,0;11,50;15,20;8,000;175,000;7;C;0,0000;0,276
1.981;PRODUTO 1981;294;1;18,0;86,00;130,00;0,000;0,706;10;C;0,0000;0,000
1.982;PRODUTO 1982;243;5;18,0;10,00;11,00;3,000;20,000;7;D;0,0000;0,500
1.983;PRODUTO 1983;243;4;18,0;16,25;21,50;2,000;20,000;7;C;0,0000;0,510
1.990;PRODUTO 1990;10;1;0,0;39,00;55,90;0,000;0,000;-1;D;0,0000;0,000
1.997;PRODUTO 1997;318;1;0,0;67,00;100,50;0,000;0,000;1;D;0,0000;0,000
1.998;PRODUTO 1998;387;4;0,0;32,00;36,50;0,000;0,000;7;D;0,0000;0,250
1.999;PRODUTO 1999;366;4;0,0;29,30;34,50;0,000;0,000;7;D;0,0000;0,600
2.000;PRODUTO 2000;243;4;18,0;9,31;11,00;7,000;35,000;7;C;0,0000;0,510
2.001;PRODUTO 2001;328;4;0,0;21,00;28,00;0,000;0,000;5;C;0,0000;0,510
2.005;PRODUTO 2005;48;4;0,0;20,75;27,00;0,000;0,000;5;D;0,0000;0,600
2.008;PRODUTO 2008;240;4;0,0;6,29;8,20;0,000;0,000;7;D;0,0000;0,140
2.009;PRODUTO 2009;240;4;0,0;3,50;4,60;0,000;10,000;7;D;0,0000;0,000
2.012;PRODUTO 2012;328;4;0,0;17,00;22,50;4,000;18,000;5;C;0,0000;0,570
2.020;PRODUTO 2020;240;4;0,0;7,98;10,40;2,000;11,000;7;D;0,0000;0,320
2.022;PRODUTO 2022;37;4;18,0;3,61;5,00;13,000;55,000;7;C;0,0000;0,065
2.024;PRODUTO 2024;392;4;0,0;18,40;26,50;6,000;10,000;5;D;0,0000;0,510
2.027;PRODUTO 2027;199;4;12,0;8,30;9,90;21,000;12,000;7;C;0,0000;2,050
2.031;PRODUTO 2031;392;4;0,0;21,10;28,00;0,000;0,000;5;D;0,0000;0,510
2.033;PRODUTO 2033;392;4;0,0;12,40;16,50;6,000;3,000;5;C;0,0000;0,510
2.034;PRODUTO 2034;392;4;0,0;14,40;18,50;6,000;9,000;5;C;0,0000;0,510
2.035;PRODUTO 2035;392;4;0,0;18,60;25,50;0,000;1,000;5;C;0,0000;0,000
2.036;PRODUTO 2036;392;4;0,0;18,40;26,50;0,000;0,000;5;D;0,0000;0,510
2.040;PRODUTO 2040;311;4;0,0;18,00;23,40;8,000;25,000;5;D;0,0000;0,320
2.041;PRODUTO 2041;428;1;18,0;29,50;39,90;7,000;5,299;1;C;0,0000;0,000
2.042;PRODUTO 2042;428;4;18,0;9,80;12,80;5,000;17,000;1;C;0,0000;0,250
2.043;PRODUTO 2043;21;4;0,0;13,00;16,50;2,000;0,000;5;D;0,0000;0,000
2.046;PRODUTO 2046;358;4;0,0;10,80;14,05;0,000;0,000;5;C;0,0000;1,055
2.048;PRODUTO 2048;392;4;0,0;31,10;37,20;0,000;0,000;5;D;0,0000;0,510
2.052;PRODUTO 2052;48;4;0,0;23,00;29,90;3,000;4,000;5;D;0,0000;0,550
2.054;PRODUTO 2054;21;4;0,0;15,90;16,90;3,000;0,000;5;C;0,0000;0,200
2.055;PRODUTO 2055;392;4;0,0;17,60;26,50;2,000;0,000;5;D;0,0000;0,510
2.059;PRODUTO 2059;294;1;0,0;38,00;49,50;2,000;1288,000;7;C;0,0000;
2.061;PRODUTO 2061;293;4;18,0;2,47;3,50;0,000;0,000;7;D;0,0000;0,510
2.063;PRODUTO 2063;240;4;0,0;9,89;12,90;3,000;4,000;7;D;0,0000;0,500
2.064;PRODUTO 2064;240;4;0,0;5,59;8,00;4,000;6,000;7;D;0,0000;0,350
2.065;PRODUTO 2065;240;4;0,0;7,99;10,50;2,000;0,000;7;D;0,0000;0,270
2.077;PRODUTO 2077;392;4;0,0;19,70;25,50;0,000;0,000;5;D;0,0000;0,510
2.078;PRODUTO 2078;294;4;0,0;49,00;62,50;0,000;4,000;7;D;0,0000;1,010
2.079;PRODUTO 2079;335;4;0,0;39,20;49,00;0,000;0,000;7;D;0,0000;1,050
2.080;PRODUTO 2080;293;4;0,0;3,80;4,20;31,000;26,000;7;D;0,0000;1,010
2.083;PRODUTO 2083;418;4;18,0;22,00;26,50;0,000;12,000;4;D;0,0000;0,300
2.086;PRODUTO 2086;416;4;18,0;12,55;15,70;2,000;0,000;2;D;0,0000;0,300
2.087;PRODUTO 2087;399;4;18,0;5,90;7,70;5,000;27,000;7;D;0,0000;0,500
2.088;PRODUTO 2088;399;4;18,0;11,40;14,50;3,000;38,000;7;D;0,0000;1,000
2.089;PRODUTO 2089;399;4;18,0;11,00;13,90;5,000;0,000;7;D;0,0000;1,000
2.090;PRODUTO 2090;243;4;0,0;13,00;16,90;2,000;0,000;7;C;0,0000;0,080
2.091;PRODUTO 2091;243;4;0,0;21,70;29,00;5,000;6,000;7;C;0,0000;0,120
2.092;PRODUTO 2092;335;4;0,0;26,40;33,00;4,000;0,000;5;D;0,0000;0,550
2.093;PRODUTO 2093;267;4;0,0;79,00;105,00;3,000;23,000;5;D;0,0000;0,815
2.094;PRODUTO 2094;335;4;0,0;21,60;27,00;3,000;0,000;5;D;0,0000;0,500
2.095;PRODUTO 2095;335;4;0,0;40,80;51,00;2,000;1,000;5;D;0,0000;1,000
2.097;PRODUTO 2097;146;4;0,0;9,20;14,90;7,000;1,000;7;C;0,0000;0,085
2.100;PRODUTO 2100;2;4;0,0;5,00;8,00;250,000;233,000;7;D;0,0000;0,000
2.101;PRODUTO 2101;2;4;0,0;5,50;9,00;3,000;0,000;7;D;0,0000;0,000
2.102;PRODUTO 2102;296;4;0,0;16,30;21,50;0,000;5,000;8;C;0,0000;0,444
2.107;PRODUTO 2107;146;4;0,0;33,75;43,85;2,000;14,000;7;C;0,0000;0,400
2.108;PRODUTO 2108;146;4;0,0;16,50;21,50;6,000;0,000;7;C;0,0000;0,200
2.109;PRODUTO 2109;146;4;0,0;43,50;57,00;2,000;0,000;7;C;0,0000;0,500
2.110;PRODUTO 2110;243;4;0,0;11,40;14,90;4,000;2,000;8;D;0,0000;0,370
2.111;PRODUTO 2111;332;4;0,0;13,50;17,70;4,000;25,000;5;C;0,0000;1,005
2.115;PRODUTO 2115;333;4;4,0;37,00;49,90;0,000;0,000;9;D;0,0000;1,000
2.120;PRODUTO 2120;240;4;0,0;9,89;12,90;0,000;8,000;7;D;0,0000;0,500
2.122;PRODUTO 2122;294;1;18,0;63,00;89,90;3,000;10,520;7;C;0,0000;
2.140;PRODUTO 2140;403;4;0,0;26,83;52,50;0,000;4,000;9;C;0,0000;1,500
2.202;PRODUTO 2202;311;4;18,0;14,61;18,90;2,000;0,000;5;C;0,0000;0,000
2.204;PRODUTO 2204;294;4;0,0;17,00;22,10;5,000;79,000;7;C;0,0000;0,150
2.207;PRODUTO 2207;272;4;0,0;5,95;8,00;2,000;8,000;9;D;0,0000;1,085
2.208;PRODUTO 2208;340;4;0,0;9,00;12,50;2,000;11,000;7;D;0,0000;0,400
2.210;PRODUTO 2210;340;4;0,0;9,50;12,50;2,000;0,000;7;D;0,0000;0,400
2.213;PRODUTO 2213;240;4;0,0;6,99;9,10;5,000;4,000;7;D;0,0000;0,500
2.218;PRODUTO 2218;243;4;18,0;8,00;11,00;4,000;18,000;7;C;0,0000;0,510
2.219;PRODUTO 2219;46;4;0,0;8,74;12,90;0,000;0,000;7;D;0,0000;0,300
2.221;PRODUTO 2221;46;4;0,0;13,25;17,50;2,000;23,000;7;C;0,0000;0,400
2.222;PRODUTO 2222;46;1;18,0;12,00;16,90;4,000;31,842;8;C;0,0000;7,200
2.227;PRODUTO 2227;243;4;18,0;16,25;21,50;2,000;18,000;7;D;0,0000;0,500
2.229;PRODUTO 2229;312;4;;9,21;11,80;6,000;63,000;7;C;0,0000;0,180
2.230;PRODUTO 2230;340;4;0,0;8,50;12,50;6,000;9,000;7;D;0,0000;0,400
2.231;PRODUTO 2231;240;4;0,0;5,89;7,95;0,000;0,000;7;D;0,0000;0,000
2.232;PRODUTO 2232;240;4;0,0;10,29;13,40;0,000;0,000;7;D;0,0000;0,000
2.234;PRODUTO 2234;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.235;PRODUTO 2235;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.236;PRODUTO 2236;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.237;PRODUTO 2237;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.238;PRODUTO 2238;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.239;PRODUTO 2239;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.240;PRODUTO 2240;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.241;PRODUTO 2241;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.242;PRODUTO 2242;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.244;PRODUTO 2244;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;0,550
2.246;PRODUTO 2246;366;4;0,0;29,00;34,50;0,000;0,000;5;D;0,0000;550,000
2.247;PRODUTO 2247;398;4;12,0;7,40;9,65;2,000;0,000;1;D;0,0000;0,250
2.251;PRODUTO 2251;335;4;0,0;14,40;21,00;2,000;11,000;5;C;0,0000;0,000
2.252;PRODUTO 2252;311;1;18,0;29,00;41,90;0,000;0,000;2;D;0,0000;0,000
2.258;PRODUTO 2258;328;4;0,0;21,00;28,00;2,000;2,000;7;C;0,0000;0,500
2.259;PRODUTO 2259;240;4;0,0;10,89;14,20;0,000;7,000;7;D;0,0000;0,500
2.260;PRODUTO 2260;362;4;0,0;7,59;9,85;4,000;122,000;7;D;0,0000;0,000
2.263;PRODUTO 2263;340;4;0,0;7,20;10,50;2,000;1,000;7;D;0,0000;0,000
2.264;PRODUTO 2264;240;4;0,0;1,99;3,50;4,000;16,000;7;D;0,0000;0,030
2.268;PRODUTO 2268;424;4;12,0;12,10;15,75;0,000;4,000;7;C;0,0000;0,540
2.269;PRODUTO 2269;99;1;0,0;60,90;84,90;3,000;9,630;2;C;0,0000;0,000
2.270;PRODUTO 2270;231;4;0,0;5,50;7,50;0,000;3,000;2;C;0,0000;0,240
2.272;PRODUTO 2272;424;4;12,0;14,40;16,90;3,000;27,000;7;C;0,0000;0,336
2.273;PRODUTO 2273;424;4;12,0;12,10;15,75;2,000;6,000;7;C;0,0000;0,540
2.274;PRODUTO 2274;424;4;12,0;5,80;8,50;16,000;78,000;7;C;0,0000;0,282
2.282;PRODUTO 2282;424;4;12,0;0,90;1,50;26,000;317,000;7;C;0,0000;0,018
2.283;PRODUTO 2283;294;1;18,0;15,00;23,50;8,000;18,284;7;C;0,0000;0,000
2.287;PRODUTO 2287;21;4;0,0;20,63;26,00;5,000;9,000;1;C;0,0000;0,456
2.292;PRODUTO 2292;335;4;0,0;25,20;31,50;7,000;7,000;5;D;0,0000;0,500
2.293;PRODUTO 2293;335;4;0,0;27,20;34,00;7,000;11,000;5;D;0,0000;0,500
2.294;PRODUTO 2294;335;4;0,0;25,20;31,50;5,000;9,000;5;D;0,0000;0,500
2.295;PRODUTO 2295;335;4;0,0;24,80;31,00;2,000;0,000;5;D;0,0000;0,500
2.297;PRODUTO 2297;335;4;0,0;21,60;27,00;7,000;2,000;5;D;0,0000;0,600
2.298;PRODUTO 2298;335;4;0,0;21,60;27,00;7,000;18,000;5;D;0,0000;0,600
2.299;PRODUTO 2299;335;4;0,0;24,00;30,00;7,000;17,000;5;D;0,0000;0,600
2.301;PRODUTO 2301;396;4;0,0;49,90;62,50;0,000;0,000;9;D;0,0000;1,100
2.302;PRODUTO 2302;396;4;0,0;49,90;62,50;0,000;3,000;9;D;0,0000;1,100
2.303;PRODUTO 2303;396;4;0,0;49,90;62,50;0,000;1,000;9;D;0,0000;1,100
2.304;PRODUTO 2304;396;4;0,0;49,90;62,50;0,000;2,000;9;D;0,0000;1,100
2.305;PRODUTO 2305;396;4;0,0;49,90;62,50;0,000;0,000;9;D;0,0000;1,100
2.306;PRODUTO 2306;396;4;0,0;49,90;62,50;0,000;5,000;9;D;0,0000;1,100
2.307;PRODUTO 2307;396;4;0,0;49,90;62,50;0,000;1,000;9;D;0,0000;1,100
2.308;PRODUTO 2308;393;4;12,0;25,17;35,00;0,000;13,000;9;D;0,0000;0,500
2.309;PRODUTO 2309;333;4;25,0;54,96;68,80;0,000;4,000;9;D;0,0000;1,000
2.310;PRODUTO 2310;333;4;4,0;65,90;82,30;0,000;1,000;9;D;0,0000;1,000
2.311;PRODUTO 2311;333;4;4,0;65,90;82,30;0,000;1,000;9;D;0,0000;1,000
2.312;PRODUTO 2312;333;4;4,0;39,45;51,90;0,000;0,000;9;D;0,0000;1,000
2.313;PRODUTO 2313;396;4;0,0;49,90;62,50;0,000;2,000;9;D;0,0000;1,000
2.314;PRODUTO 2314;393;4;12,0;52,20;76,90;0,000;1,000;9;D;0,0000;1,000
2.315;PRODUTO 2315;393;4;12,0;42,65;55,90;0,000;7,000;9;D;0,0000;1,000
2.316;PRODUTO 2316;393;4;12,0;43,00;55,90;0,000;23,000;9;D;0,0000;1,000
2.317;PRODUTO 2317;393;4;12,0;52,20;68,00;0,000;1,000;9;D;0,0000;1,000
2.318;PRODUTO 2318;393;4;12,0;24,80;35,60;0,000;0,000;9;D;0,0000;1,000
2.319;PRODUTO 2319;393;4;12,0;25,84;35,90;0,000;2,000;9;D;0,0000;1,000
2.320;PRODUTO 2320;393;4;12,0;42,65;72,60;0,000;3,000;9;D;0,0000;1,000
2.321;PRODUTO 2321;393;4;12,0;21,36;31,90;0,000;2,000;9;D;0,0000;1,000
2.322;PRODUTO 2322;393;4;12,0;21,36;31,90;0,000;3,000;9;D;0,0000;1,000
2.323;PRODUTO 2323;393;4;12,0;18,00;31,90;0,000;1,000;9;D;0,0000;1,000
2.324;PRODUTO 2324;377;4;12,0;46,50;60,40;0,000;8,000;9;D;0,0000;1,500
2.325;PRODUTO 2325;272;4;0,0;7,23;9,50;5,000;13,000;7;D;0,0000;1,100
2.326;PRODUTO 2326;393;4;12,0;58,04;69,60;0,000;4,000;9;C;0,0000;1,500
2.327;PRODUTO 2327;393;2;12,0;27,63;35,90;2,000;4,000;9;D;0,0000;1,000
2.328;PRODUTO 2328;2;4;0,0;2,85;3,50;0,000;2,000;7;D;0,0000;0,332
2.329;PRODUTO 2329;2;4;0,0;2,85;3,50;0,000;0,000;7;D;0,0000;0,332
2.330;PRODUTO 2330;333;4;4,0;30,89;40,50;0,000;0,000;9;D;0,0000;1,200
2.331;PRODUTO 2331;333;4;4,0;30,89;40,50;0,000;3,000;9;C;0,0000;1,200
2.332;PRODUTO 2332;333;4;4,0;67,00;88,90;0,000;4,000;9;C;0,0000;1,200
2.333;PRODUTO 2333;296;4;25,0;35,00;50,90;0,000;0,000;9;D;0,0000;1,500
2.334;PRODUTO 2334;393;4;12,0;49,83;64,90;0,000;3,000;9;D;0,0000;1,000
2.335;PRODUTO 2335;393;4;12,0;43,09;55,40;0,000;1,000;9;D;0,0000;1,200
2.336;PRODUTO 2336;431;4;25,0;17,50;41,90;0,000;6,000;9;C;0,0000;1,500
2.340;PRODUTO 2340;431;4;25,0;17,50;41,90;2,000;2,000;9;C;0,0000;1,500
2.341;PRODUTO 2341;294;1;18,0;40,00;48,00;2,000;13,508;10;C;0,0000;0,000
2.342;PRODUTO 2342;294;1;18,0;133,00;300,00;0,000;4,920;10;C;0,0000;0,000
2.343;PRODUTO 2343;294;1;18,0;61,00;120,00;0,000;8,830;10;C;0,0000;0,000
2.345;PRODUTO 2345;335;5;0,0;28,80;36,00;0,000;0,000;7;D;0,0000;0,500
2.347;PRODUTO 2347;333;4;4,0;23,09;31,90;0,000;0,000;9;D;0,0000;1,000
2.348;PRODUTO 2348;333;4;4,0;23,09;31,90;0,000;1,000;9;D;0,0000;1,000
2.349;PRODUTO 2349;333;4;4,0;43,24;57,90;0,000;0,000;9;D;0,0000;1,000
2.350;PRODUTO 2350;333;4;4,0;24,97;41,90;0,000;2,000;9;D;0,0000;1,000
2.351;PRODUTO 2351;403;3;25,0;28,29;37,90;0,000;4,000;9;C;0,0000;1,000
2.352;PRODUTO 2352;403;4;25,0;28,50;37,00;2,000;1,000;9;C;0,0000;0,660
2.353;PRODUTO 2353;403;4;25,0;55,00;71,50;0,000;1,000;9;C;0,0000;1,372
2.354;PRODUTO 2354;35;4;18,0;6,26;8,50;9,000;28,000;7;D;0,0000;0,200
2.355;PRODUTO 2355;35;4;18,0;6,26;8,50;11,000;6,000;7;D;0,0000;0,200
2.356;PRODUTO 2356;403;4;25,0;42,50;55,50;0,000;2,000;9;C;0,0000;1,234
2.357;PRODUTO 2357;403;4;25,0;42,50;55,50;0,000;1,000;9;C;0,0000;1,346
2.358;PRODUTO 2358;403;3;0,0;31,63;45,00;2,000;0,000;9;C;0,0000;1,500
2.359;PRODUTO 2359;403;3;0,0;31,63;45,00;0,000;0,000;9;C;0,0000;1,500
2.360;PRODUTO 2360;2;4;0,0;4,50;8,00;15,000;7,000;7;D;0,0000;0,130
2.361;PRODUTO 2361;272;4;0,0;9,10;11,90;2,000;11,000;9;C;0,0000;0,000
2.362;PRODUTO 2362;387;4;18,0;10,50;13,70;4,000;23,000;7;C;0,0000;0,400
2.363;PRODUTO 2363;387;4;18,0;8,50;13,70;2,000;47,000;7;C;0,0000;0,400
2.364;PRODUTO 2364;387;4;18,0;8,50;13,70;2,000;17,000;7;C;0,0000;0,400
2.365;PRODUTO 2365;387;4;0,0;11,50;17,00;3,000;23,000;7;C;0,0000;0,530
2.366;PRODUTO 2366;387;4;0,0;11,50;17,00;2,000;17,000;7;C;0,0000;0,500
2.367;PRODUTO 2367;387;4;0,0;13,00;21,00;0,000;24,000;7;C;0,0000;0,600
2.368;PRODUTO 2368;387;4;0,0;11,50;17,00;3,000;27,000;7;C;0,0000;
2.369;PRODUTO 2369;387;4;0,0;14,60;21,00;2,000;1,000;7;C;0,0000;0,600
2.370;PRODUTO 2370;387;4;0,0;17,00;23,50;2,000;0,000;8;D;0,0000;0,150
2.371;PRODUTO 2371;387;4;0,0;9,50;12,00;4,000;0,000;8;D;;0,250
2.372;PRODUTO 2372;387;4;0,0;5,00;6,50;0,000;0,000;8;D;0,0000;0,018
2.373;PRODUTO 2373;387;4;0,0;15,11;21,00;3,000;19,000;8;C;0,0000;0,000
2.374;PRODUTO 2374;387;0;0,0;13,50;21,00;2,000;26,000;0;C;0,0000;0,000
2.375;PRODUTO 2375;413;4;0,0;13,98;18,90;5,000;7,000;7;C;0,0000;0,320
2.376;PRODUTO 2376;;0;0,0;0,00;0,00;0,000;0,000;0;C;0,0000;0,000
2.377;PRODUTO 2377;413;4;0,0;14,43;18,90;4,000;7,000;7;D;0,0000;0,320
2.378;PRODUTO 2378;413;4;0,0;17,30;23,50;2,000;5,000;7;C;0,0000;0,320
2.379;PRODUTO 2379;413;4;0,0;9,62;13,50;3,000;8,000;7;D;0,0000;0,320
2.380;PRODUTO 2380;413;4;0,0;10,99;14,50;3,000;1,000;7;C;0,0000;0,320
2.382;PRODUTO 2382;46;4;0,0;20,42;23,90;3,000;1,000;8;C;0,0000;0,460
2.383;PRODUTO 2383;413;4;0,0;9,74;13,50;2,000;3,000;5;D;0,0000;0,250
2.384;PRODUTO 2384;294;1;18,0;17,00;35,50;0,000;4,856;10;C;0,0000;0,000
2.385;PRODUTO 2385;48;4;0,0;25,50;33,50;0,000;0,000;7;C;0,0000;0,460
2.386;PRODUTO 2386;272;4;0,0;6,13;8,00;2,000;5,000;7;C;0,0000;1,000
2.387;PRODUTO 2387;294;1;18,0;36,00;49,90;2,000;14,818;7;C;0,0000;0,000
2.390;PRODUTO 2390;393;4;12,0;58,90;76,90;0,000;0,000;9;D;0,0000;1,000
2.391;PRODUTO 2391;393;4;0,0;58,90;76,90;0,000;1,000;9;C;0,0000;1,000
2.392;PRODUTO 2392;393;4;0,0;56,44;76,90;0,000;1,000;9;D;0,0000;1,000
2.396;PRODUTO 2396;294;4;0,0;5,00;8,00;5,000;51,000;7;D;0,0000;0,050
2.398;PRODUTO 2398;403;3;0,0;22,34;31,90;2,000;0,000;9;C;0,0000;1,000
2.399;PRODUTO 2399;403;3;0,0;22,34;31,90;2,000;0,000;9;C;0,0000;1,000
2.400;PRODUTO 2400;403;3;0,0;42,48;55,50;2,000;0,000;9;C;0,0000;1,000
2.401;PRODUTO 2401;293;4;18,0;5,80;7,30;6,000;38,000;7;D;0,0000;0,070
2.402;PRODUTO 2402;406;4;0,0;16,00;21,50;0,000;0,000;1;D;0,0000;0,120
2.403;PRODUTO 2403;406;4;0,0;16,00;21,80;2,000;0,000;1;D;0,0000;0,120
2.404;PRODUTO 2404;406;4;0,0;16,00;19,00;0,000;0,000;1;D;0,0000;0,000
2.405;PRODUTO 2405;406;1;0,0;85,00;110,00;2,000;0,000;1;D;0,0000;0,000
2.406;PRODUTO 2406;406;1;0,0;110,00;130,00;0,000;0,000;1;D;0,0000;0,000
2.407;PRODUTO 2407;406;4;0,0;22,00;29,60;2,000;1,000;1;D;0,0000;0,300
2.408;PRODUTO 2408;335;4;0,0;38,40;51,00;0,000;2,000;5;C;0,0000;1,000
2.409;PRODUTO 2409;335;4;0,0;38,40;53,00;2,000;1,000;5;C;0,0000;1,000
2.410;PRODUTO 2410;335;4;0,0;42,40;53,00;2,000;2,000;5;C;0,0000;1,000
2.412;PRODUTO 2412;335;4;0,0;39,20;57,00;2,000;0,000;5;C;0,0000;1,000
2.413;PRODUTO 2413;416;4;;7,15;9,50;4,000;4,000;2;C;0,0000;0,105
2.414;PRODUTO 2414;416;4;;8,60;9,90;5,000;0,000;2;C;0,0000;0,105
2.415;PRODUTO 2415;416;1;18,0;84,00;109,50;0,000;0,000;2;C;0,0000;0,000
2.417;PRODUTO 2417;416;1;13,3;93,00;120,90;0,000;0,206;2;D;0,0000;0,000
2.418;PRODUTO 2418;416;1;;76,70;99,50;3,000;0,811;2;C;0,0000;0,000
2.422;PRODUTO 2422;416;4;18,0;22,42;28,90;2,000;2,000;2;C;0,0000;0,400
2.423;PRODUTO 2423;416;4;18,0;21,70;28,90;2,000;4,000;2;C;0,0000;0,400
2.425;PRODUTO 2425;416;1;18,0;20,54;26,50;0,000;0,000;7;D;0,0000;0,000
2.426;PRODUTO 2426;416;4;18,0;16,25;21,50;0,000;0,000;2;D;0,0000;0,430
2.427;PRODUTO 2427;416;4;18,0;16,60;21,60;0,000;0,000;2;C;0,0000;0,410
2.430;PRODUTO 2430;416;4;18,0;9,00;11,70;2,000;3,000;7;C;0,0000;0,110
2.431;PRODUTO 2431;243;4;18,0;16,25;21,50;2,000;40,000;7;D;0,0000;0,500
2.432;PRODUTO 2432;387;4;0,0;7,90;11,00;9,000;121,000;7;C;0,0000;0,114
2.433;PRODUTO 2433;416;4;;5,85;7,80;4,000;1,000;2;C;0,0000;0,105
2.434;PRODUTO 2434;416;4;18,0;13,40;17,50;0,000;0,000;2;C;0,0000;0,290
2.435;PRODUTO 2435;416;4;;7,70;8,80;2,000;0,000;2;D;0,0000;0,105
2.436;PRODUTO 2436;416;1;18,0;33,20;44,90;0,000;0,000;2;D;0,0000;0,000
2.437;PRODUTO 2437;294;4;0,0;0,50;1,00;5,000;0,000;8;C;0,0000;0,015
2.438;PRODUTO 2438;293;4;0,0;13,50;16,20;16,000;43,000;7;D;0,0000;0,550
2.439;PRODUTO 2439;191;4;12,0;24,00;28,80;6,000;11,000;1;C;0,0000;0,400
2.440;PRODUTO 2440;387;4;0,0;17,00;21,50;0,000;7,000;7;C;0,0000;0,320
2.441;PRODUTO 2441;387;4;0,0;17,50;22,00;0,000;12,700;7;C;0,0000;0,350
2.442;PRODUTO 2442;387;4;0,0;17,50;15,00;5,000;11,000;7;C;0,0000;0,350
2.443;PRODUTO 2443;387;4;0,0;17,50;22,00;2,000;25,000;7;C;0,0000;0,350
2.444;PRODUTO 2444;311;4;0,0;4,04;5,50;3,000;0,000;5;C;0,0000;0,310
2.448;PRODUTO 2448;387;4;0,0;2,20;3,50;60,000;57,000;8;C;0,0000;0,000
2.449;PRODUTO 2449;387;4;0,0;2,50;6,00;3,000;0,000;8;D;0,0000;0,000
2.450;PRODUTO 2450;398;1;12,0;51,50;66,95;2,000;0,000;1;C;0,0000;0,000
2.451;PRODUTO 2451;333;4;4,0;27,36;39,90;0,000;5,000;9;D;0,0000;1,000
2.452;PRODUTO 2452;409;4;0,0;1,80;2,50;9,000;32,000;7;C;0,0000;0,060
2.453;PRODUTO 2453;231;4;18,0;10,09;13,50;6,000;11,000;2;C;0,0000;0,400
2.454;PRODUTO 2454;199;4;0,0;1,45;2,00;5,000;85,000;7;C;0,0000;0,300
2.455;PRODUTO 2455;199;4;0,0;1,20;2,30;6,000;49,000;7;C;0,0000;0,300
2.456;PRODUTO 2456;199;4;0,0;1,50;2,30;0,000;27,000;7;C;0,0000;0,300
2.457;PRODUTO 2457;199;4;0,0;1,95;2,70;5,000;65,000;7;C;0,0000;0,300
2.458;PRODUTO 2458;424;4;12,0;5,70;7,50;4,000;8,000;8;D;0,0000;0,110
2.459;PRODUTO 2459;332;4;0,0;10,40;13,60;6,000;15,000;5;C;0,0000;0,460
2.460;PRODUTO 2460;4;4;0,0;29,16;34,90;2,000;0,000;5;D;0,0000;0,778
2.461;PRODUTO 2461;311;4;18,0;166,50;192,00;5,000;3,000;1;C;0,0000;15,000
2.462;PRODUTO 2462;311;4;18,0;15,61;20,90;10,000;54,000;5;C;0,0000;0,220
2.463;PRODUTO 2463;311;4;0,0;32,21;39,50;2,000;19,000;5;D;0,0000;0,300
2.464;PRODUTO 2464;46;4;0,0;13,00;16,90;0,000;0,000;8;C;0,0000;0,960
2.465;PRODUTO 2465;46;4;0,0;12,90;19,50;2,000;4,000;7;C;0,0000;1,000
2.466;PRODUTO 2466;199;4;0,0;1,95;2,30;2,000;47,000;7;C;0,0000;0,310
2.467;PRODUTO 2467;199;4;0,0;2,94;3,90;0,000;47,000;7;C;0,0000;0,200
2.468;PRODUTO 2468;333;4;4,0;27,36;39,90;0,000;5,000;9;D;0,0000;1,000
2.469;PRODUTO 2469;333;4;4,0;20,77;28,90;0,000;4,000;9;D;0,0000;0,700
2.470;PRODUTO 2470;333;4;4,0;36,59;48,90;2,000;1,000;9;D;0,0000;1,200
2.471;PRODUTO 2471;333;4;4,0;21,09;29,90;0,000;0,000;9;D;0,0000;1,200
2.472;PRODUTO 2472;333;4;4,0;21,09;29,90;0,000;3,000;9;D;0,0000;1,200
2.473;PRODUTO 2473;333;4;4,0;21,09;29,90;2,000;1,000;9;D;0,0000;1,200
2.474;PRODUTO 2474;333;4;4,0;38,34;52,50;0,000;3,000;9;D;0,0000;1,200
