NUMPED;DATAPED;HORAPED;CODCLIEN;ES;FINALIDNFE;SITUACAO;PESO;PRAZOPGTO;VALORPRODS;VALORDESC;VALOR;VALBASEICMS;VALICMS;COMISSAO
557.874;17.06.2022;09:02:15;3.230;S;1;2;5,790;0;95,71;0,00;95,71;37,22;6,70;0,00
557.875;17.06.2022;09:03:03;3.230;S;1;2;7,670;0;235,07;0,00;235,07;91,42;16,46;0,00
557.876;17.06.2022;09:06:22;2.071;S;1;2;2,500;14;70,81;0,00;70,81;53,34;9,60;0,00
557.877;17.06.2022;09:23:42;1.049;S;1;2;10,220;0;354,61;0,00;354,61;342,35;42,55;0,00
557.878;17.06.2022;09:25:05;1.041;S;1;2;3,750;14;39,08;0,00;39,08;35,12;1,43;0,00
557.879;17.06.2022;09:31:26;2.507;S;1;2;5,202;0;166,05;0,00;166,05;152,57;18,41;0,00
557.880;17.06.2022;09:42:41;3.255;S;1;2;5,952;0;169,23;0,00;169,23;134,03;24,13;0,00
557.881;17.06.2022;09:48:31;2.017;S;1;2;6,900;0;104,92;0,00;104,92;69,95;12,59;0,00
557.883;17.06.2022;09:55:28;1.332;S;1;2;14,740;14;615,85;0,00;615,85;579,30;73,90;0,00
557.884;17.06.2022;10:08:45;1.479;S;1;2;17,906;14;332,16;0,00;332,16;232,69;35,81;0,00
557.885;17.06.2022;10:14:08;1.332;S;1;2;1,562;14;47,22;0,00;47,22;47,22;3,16;0,00
557.886;17.06.2022;10:16:50;1.874;S;1;2;5,000;14;170,80;0,00;170,80;170,80;20,50;0,00
557.887;17.06.2022;10:27:41;2.017;S;1;2;4,200;0;171,32;0,00;171,32;171,32;20,56;0,00
557.888;17.06.2022;10:34:15;1.518;S;1;2;1,956;14;82,33;0,00;82,33;82,33;9,88;0,00
557.889;17.06.2022;10:39:05;1.076;S;1;2;1,082;14;32,96;0,00;32,96;32,96;1,83;0,00
557.890;17.06.2022;10:43:50;1.874;S;1;2;28,880;14;1.197,69;0,00;1.197,69;1.097,60;125,38;0,00
557.891;17.06.2022;10:45:11;2.545;S;1;2;1,700;0;130,50;0,00;130,50;130,50;0,00;0,00
557.892;17.06.2022;11:07:40;1.529;S;1;2;5,400;0;100,20;0,00;100,20;38,97;7,01;0,00
557.893;17.06.2022;11:13:48;1.995;S;1;2;4,686;14;151,47;0,00;151,47;132,11;18,22;0,00
557.894;17.06.2022;11:20:32;2.627;S;1;2;23,040;14;693,67;0,00;693,67;639,49;83,24;3,00
557.895;17.06.2022;11:23:22;1.353;S;1;2;20,800;14;334,08;0,00;334,08;334,08;60,13;0,00
557.896;17.06.2022;11:39:59;1.063;S;1;2;3,506;7;87,58;0,00;87,58;67,70;7,16;0,00
557.897;17.06.2022;12:10:30;1.041;S;1;2;1,620;14;66,82;0,00;66,82;66,82;8,02;0,00
557.898;17.06.2022;12:22:22;1.320;S;1;2;16,991;28;523,46;0,00;523,46;406,76;63,72;3,00
557.899;17.06.2022;12:40:54;1.496;S;1;0;0,000;14;0,00;0,00;0,00;0,00;0,00;0,00
557.900;17.06.2022;12:52:58;2.064;S;1;2;11,508;7;426,95;0,00;426,95;381,75;32,52;0,00
557.901;17.06.2022;13:14:32;3.387;S;1;2;1,410;14;55,14;0,00;55,14;47,41;2,78;0,00
557.902;17.06.2022;13:15:52;2.071;S;1;2;15,500;14;548,74;0,00;548,74;465,13;58,56;0,00
557.903;17.06.2022;13:16:52;1.049;S;1;2;3,000;0;65,49;0,00;65,49;43,66;7,86;0,00
557.904;17.06.2022;13:17:04;2.017;S;1;2;3,000;0;124,50;0,00;124,50;83,00;14,94;0,00
557.905;17.06.2022;13:21:41;2.507;S;1;2;1,012;0;34,30;0,00;34,30;34,30;2,48;0,00
557.906;17.06.2022;13:38:30;3.342;S;1;2;11,250;7;301,69;0,00;301,69;297,73;32,78;0,00
557.907;17.06.2022;13:38:45;1.247;S;1;2;4,200;14;171,32;0,00;171,32;171,32;20,56;0,00
557.908;17.06.2022;13:40:12;2.017;S;1;2;5,100;0;494,00;0,00;494,00;307,40;55,33;0,00
557.909;17.06.2022;13:41:03;1.848;S;1;2;5,000;14;170,80;0,00;170,80;170,80;20,50;0,00
557.910;17.06.2022;13:52:00;2.424;S;1;2;0,000;14;46,00;0,00;46,00;46,00;8,28;0,00
557.911;17.06.2022;14:07:43;2.017;S;1;2;8,870;0;322,22;0,00;322,22;262,00;21,68;0,00
557.912;17.06.2022;14:16:00;2.146;S;1;2;9,330;14;161,47;0,00;161,47;148,05;15,64;0,00
557.913;17.06.2022;14:26:13;1.400;S;1;2;10,400;14;759,20;0,00;759,20;506,16;91,11;0,00
557.914;17.06.2022;15:00:28;2.371;S;1;2;1,290;14;16,20;0,00;16,20;16,20;0,00;0,00
557.915;17.06.2022;15:03:42;2.371;S;1;2;0,660;14;9,06;0,00;9,06;9,06;0,00;0,00
557.916;17.06.2022;15:11:15;1.298;S;1;2;32,930;0;615,51;0,00;615,51;443,54;61,92;0,00
557.917;17.06.2022;15:15:29;2.997;S;1;2;19,284;14;729,98;0,00;729,98;479,52;86,31;0,00
557.918;17.06.2022;15:16:39;2.507;S;1;2;0,600;0;25,90;0,00;25,90;25,90;4,66;0,00
557.920;17.06.2022;15:50:12;2.616;S;1;2;74,900;14;851,61;0,00;851,61;642,35;75,34;0,00
557.921;17.06.2022;15:51:42;3.355;S;1;2;10,000;14;331,80;0,00;331,80;331,80;0,00;0,00
557.922;17.06.2022;15:54:38;2.434;S;1;2;31,000;14;433,72;0,00;433,72;168,67;30,36;0,00
557.923;17.06.2022;15:59:35;2.628;S;1;2;33,000;14;501,12;0,00;501,12;334,10;60,14;3,00
557.924;17.06.2022;16:00:56;2.425;S;1;3;40,000;0;2.232,60;0,00;2.232,60;1.539,67;277,14;0,00
557.925;17.06.2022;16:03:47;1.683;S;1;3;42,170;14;1.028,81;0,00;1.028,81;744,02;69,95;0,00
557.927;17.06.2022;16:08:38;2.642;S;1;2;2,920;0;39,53;0,00;39,53;37,01;0,29;0,00
557.928;17.06.2022;16:05:38;1.892;S;1;2;33,350;14;943,91;0,00;943,91;658,85;92,30;3,00
557.929;17.06.2022;16:06:35;1.805;S;1;3;38,490;19;2.211,14;0,00;2.211,14;1.654,47;297,80;0,00
557.930;17.06.2022;16:08:09;2.250;S;1;2;17,820;14;569,53;0,00;569,53;491,96;62,00;3,00
557.931;17.06.2022;16:10:02;1.118;S;1;2;30,090;14;691,78;0,00;691,78;435,48;44,95;3,00
557.932;17.06.2022;16:10:26;2.017;S;1;2;7,600;0;80,98;0,00;80,98;64,74;5,85;0,00
557.933;17.06.2022;16:16:05;1.051;S;1;2;55,940;19;2.079,21;0,00;2.079,21;2.006,36;135,69;0,00
557.934;17.06.2022;16:22:14;2.237;S;1;3;38,860;14;427,13;0,00;427,13;339,10;33,52;0,00
557.935;17.06.2022;16:23:14;1.875;S;1;2;13,460;14;411,42;0,00;411,42;411,42;31,23;2,00
557.936;17.06.2022;16:24:16;2.330;S;1;2;32,000;28;1.068,80;0,00;1.068,80;1.054,13;128,26;0,00
557.937;17.06.2022;16:26:32;1.026;S;1;2;34,270;28;373,48;0,00;373,48;280,03;33,24;0,00
557.938;17.06.2022;16:29:17;1.741;S;1;3;116,200;13;3.542,66;0,00;3.542,66;3.343,39;368,75;0,00
557.939;17.06.2022;16:31:51;1.325;S;1;2;25,895;14;627,78;0,00;627,78;475,78;64,48;3,00
557.940;17.06.2022;16:34:27;1.006;S;1;2;22,000;14;511,75;0,00;511,75;393,45;58,32;0,00
557.941;17.06.2022;16:39:42;1.763;S;1;3;49,950;21;991,94;0,00;991,94;646,98;95,53;3,00
557.942;17.06.2022;16:38:28;1.063;S;1;2;8,050;7;287,07;0,00;287,07;234,83;28,93;0,00
557.943;17.06.2022;16:41:56;2.175;S;1;3;61,570;14;1.577,57;0,00;1.577,57;1.111,15;173,23;3,00
557.944;17.06.2022;16:41:52;1.063;S;1;2;0,236;7;7,06;0,00;7,06;4,71;0,85;0,00
557.945;17.06.2022;16:43:30;2.424;S;1;2;24,910;14;899,30;0,00;899,30;857,60;96,69;0,00
557.946;17.06.2022;16:47:26;2.034;S;1;2;28,810;14;401,86;12,50;389,36;337,95;39,04;0,00
557.947;17.06.2022;16:51:15;1.476;S;1;2;9,194;14;322,25;0,00;322,25;295,61;14,33;3,00
557.948;17.06.2022;16:51:27;2.533;S;1;2;21,040;14;589,48;0,00;589,48;515,20;63,70;0,00
557.949;17.06.2022;16:59:19;2.018;S;1;2;19,150;28;789,94;0,00;789,94;789,94;94,79;3,00
557.950;17.06.2022;17:15:32;1.005;S;1;2;15,800;14;471,67;0,00;471,67;377,39;33,95;3,00
557.951;17.06.2022;17:18:18;1.784;S;1;2;94,730;14;1.271,55;189,90;1.081,65;962,27;142,38;3,00
557.952;17.06.2022;17:25:32;2.495;S;1;2;8,350;0;85,85;0,00;85,85;62,46;8,42;0,00
557.953;17.06.2022;17:26:02;2.271;S;1;2;81,930;14;1.669,29;0,00;1.669,29;1.477,56;151,42;3,00
557.954;17.06.2022;17:31:04;2.146;S;1;2;4,560;14;162,33;0,00;162,33;108,23;19,48;0,00
557.955;17.06.2022;17:52:42;1.332;S;1;2;16,944;14;552,70;0,00;552,70;499,84;64,09;0,00
557.956;17.06.2022;17:44:44;1.353;S;1;2;1,210;14;55,03;0,00;55,03;55,03;3,70;0,00
557.957;17.06.2022;17:46:19;1.365;S;1;2;2,136;14;46,00;0,00;46,00;39,48;5,38;0,00
557.958;18.06.2022;09:23:11;1.558;S;1;2;22,710;14;697,36;0,00;697,36;663,86;82,66;0,00
557.959;18.06.2022;09:36:26;2.636;S;1;2;0,000;0;7,00;0,00;7,00;7,00;0,00;0,00
557.960;18.06.2022;09:37:07;2.636;S;1;2;0,000;0;3,00;0,00;3,00;3,00;0,00;0,00
557.962;18.06.2022;09:52:17;2.549;S;1;2;6,650;0;332,54;0,00;332,54;232,70;41,89;0,00
557.963;18.06.2022;10:01:39;1.496;S;1;2;12,704;14;637,92;0,00;637,92;521,58;50,79;0,00
557.964;18.06.2022;10:20:39;1.518;S;1;2;1,050;14;18,80;0,00;18,80;16,54;2,98;0,00
557.965;18.06.2022;10:09:49;2.312;S;1;2;12,739;14;133,21;0,00;133,21;126,92;15,45;0,00
557.966;18.06.2022;10:48:26;2.017;S;1;2;6,370;0;170,65;0,00;170,65;137,50;11,94;0,00
557.967;18.06.2022;10:50:26;2.629;S;1;2;0,000;14;154,80;0,00;154,80;154,80;0,00;0,00
557.968;18.06.2022;11:07:33;1.332;S;1;2;2,516;14;104,22;0,00;104,22;104,22;9,86;0,00
557.969;18.06.2022;11:05:44;2.276;S;1;2;6,250;14;286,38;0,00;286,38;286,38;34,37;0,00
557.970;18.06.2022;11:11:13;2.560;S;1;2;7,970;21;360,56;0,00;360,56;240,39;43,27;0,00
557.974;18.06.2022;11:27:53;2.296;S;1;2;9,400;10;449,60;0,00;449,60;299,75;53,95;0,00
557.975;18.06.2022;11:30:09;2.296;S;1;2;9,400;10;439,92;0,00;439,92;293,29;52,79;0,00
557.976;18.06.2022;11:31:36;1.299;S;1;2;5,870;14;79,84;0,00;79,84;37,32;4,87;0,00
557.977;18.06.2022;11:34:04;1.299;S;1;2;11,370;14;163,36;0,00;163,36;93,00;14,89;0,00
557.978;18.06.2022;11:46:47;2.017;S;1;2;4,200;0;58,00;0,00;58,00;38,67;6,96;0,00
557.980;18.06.2022;12:13:13;1.897;S;1;2;21,520;14;628,69;0,00;628,69;621,10;55,48;0,00
557.981;18.06.2022;12:16:05;1.889;S;1;2;1,690;14;21,50;0,00;21,50;14,33;2,58;0,00
557.982;18.06.2022;12:20:28;1.353;S;1;2;16,210;14;263,77;0,00;263,77;136,21;18,31;0,00
557.983;18.06.2022;12:43:28;1.365;S;1;2;2,100;14;33,77;0,00;33,77;22,51;4,05;0,00
557.984;18.06.2022;12:52:02;1.353;S;1;2;20,800;14;334,08;0,00;334,08;334,08;60,13;0,00
557.985;18.06.2022;13:02:50;3.194;S;1;2;1,092;0;45,24;0,00;45,24;34,44;5,12;0,00
557.986;18.06.2022;13:01:33;2.017;S;1;2;1,200;0;30,96;0,00;30,96;12,04;2,17;0,00
557.987;18.06.2022;13:04:06;3.194;S;1;2;1,792;0;49,29;0,00;49,29;38,49;5,60;0,00
557.988;18.06.2022;13:44:48;2.636;S;1;2;0,000;0;111,60;0,00;111,60;111,60;0,00;0,00
557.989;18.06.2022;13:46:37;3.369;S;1;2;13,200;0;74,04;0,00;74,04;74,04;8,88;0,00
557.990;20.06.2022;06:03:10;1.582;S;1;3;179,300;21;4.967,39;0,00;4.967,39;4.882,73;569,46;0,00
557.991;20.06.2022;06:06:57;2.560;S;1;3;91,792;21;1.976,26;0,00;1.976,26;1.552,26;229,20;0,00
557.992;20.06.2022;06:08:53;1.270;S;1;3;23,300;10;535,56;0,00;535,56;236,94;42,65;0,00
557.993;20.06.2022;06:11:51;1.520;S;1;3;217,284;7;4.954,71;0,00;4.954,71;3.424,08;474,90;0,00
557.994;20.06.2022;06:29:55;2.034;S;1;2;28,780;14;391,57;12,50;379,07;331,09;37,80;0,00
557.995;20.06.2022;08:29:41;1.992;S;1;2;11,190;0;320,75;0,00;320,75;301,51;28,28;0,00
557.996;20.06.2022;08:33:25;1.041;S;1;2;13,244;14;312,77;0,00;312,77;265,97;31,08;0,00
557.997;20.06.2022;08:43:50;1.041;S;1;2;12,366;14;332,63;0,00;332,63;285,83;39,39;0,00
557.998;20.06.2022;08:37:44;2.026;S;1;2;4,100;28;32,26;0,00;32,26;32,26;0,00;0,00
557.999;20.06.2022;08:41:50;2.652;S;1;2;5,296;0;216,74;0,00;216,74;199,83;17,88;0,00
558.000;20.06.2022;08:46:57;2.623;S;1;2;8,400;10;122,82;0,00;122,82;58,70;10,57;0,00
558.001;20.06.2022;08:58:45;1.041;S;1;2;14,766;14;306,24;0,00;306,24;248,63;32,69;0,00
558.002;20.06.2022;09:09:28;2.362;S;1;2;3,620;14;100,34;0,00;100,34;66,90;12,04;0,00
558.003;20.06.2022;09:16:53;2.362;S;1;2;3,000;14;50,40;0,00;50,40;33,60;6,05;0,00
558.004;20.06.2022;09:18:34;1.685;S;1;2;10,000;7;212,30;0,00;212,30;82,56;14,86;0,00
558.005;20.06.2022;09:29:34;2.020;S;1;2;16,780;20;166,00;0,00;166,00;126,67;14,16;0,00
558.006;20.06.2022;09:34:31;1.309;S;1;2;2,290;0;33,00;0,00;33,00;27,40;2,02;0,00
558.008;20.06.2022;09:59:29;1.496;S;1;2;0,924;14;52,67;0,00;52,67;35,12;6,32;0,00
558.009;20.06.2022;10:02:44;2.588;S;1;2;4,622;14;164,62;0,00;164,62;136,75;15,77;0,00
558.010;20.06.2022;10:14:39;2.362;S;1;2;1,000;14;13,08;0,00;13,08;8,72;1,57;0,00
558.011;20.06.2022;10:20:12;1.353;S;1;2;3,120;14;146,02;0,00;146,02;97,35;17,52;0,00
558.012;20.06.2022;10:22:34;2.330;S;1;2;19,380;28;508,06;0,00;508,06;338,72;60,97;0,00
558.015;20.06.2022;10:54:45;1.332;S;1;2;2,250;14;114,46;0,00;114,46;76,31;13,74;0,00
558.016;20.06.2022;10:58:59;2.017;S;1;2;4,170;0;180,94;0,00;180,94;180,94;21,71;0,00
558.017;20.06.2022;11:00:19;2.071;S;1;2;7,000;14;97,44;0,00;97,44;64,96;11,69;0,00
558.019;20.06.2022;11:21:15;1.085;S;1;2;18,262;7;394,20;0,00;394,20;248,61;33,14;0,00
558.020;20.06.2022;11:24:19;1.041;S;1;2;0,650;14;10,34;0,00;10,34;10,34;0,00;0,00
558.021;20.06.2022;11:37:57;2.050;S;1;2;3,000;14;89,33;0,00;89,33;74,25;13,37;0,00
558.023;20.06.2022;12:32:15;1.965;S;1;2;14,280;7;328,53;0,00;328,53;127,77;23,00;3,00
558.024;20.06.2022;12:34:40;2.237;S;1;2;8,994;14;398,27;0,00;398,27;308,87;48,75;0,00
558.025;20.06.2022;13:10:07;2.579;S;1;2;2,730;0;146,02;0,00;146,02;123,77;18,48;0,00
558.026;20.06.2022;13:14:41;2.050;S;1;2;3,380;14;64,94;0,00;64,94;48,53;8,73;0,00
558.028;20.06.2022;13:30:33;1.304;S;1;3;39,600;14;743,38;0,00;743,38;352,84;44,74;0,00
558.029;20.06.2022;13:34:26;2.378;S;1;2;21,300;7;344,25;0,00;344,25;338,65;27,34;0,00
558.032;20.06.2022;13:57:32;2.424;S;1;2;10,000;14;59,00;0,00;59,00;59,00;0,00;0,00
558.033;20.06.2022;14:08:46;2.017;S;1;2;15,000;0;455,45;0,00;455,45;281,50;40,42;0,00
558.034;20.06.2022;14:20:14;2.253;S;1;2;442,400;0;12.405,46;0,00;12.405,46;9.643,08;1.499,35;3,00
558.035;20.06.2022;14:10:48;2.017;S;1;2;4,200;0;182,24;0,00;182,24;182,24;21,87;0,00
558.036;20.06.2022;14:35:13;2.253;S;1;3;785,154;0;16.750,33;0,00;16.750,33;13.345,63;1.745,81;3,00
558.037;20.06.2022;14:36:42;2.253;S;1;2;6,360;0;180,84;0,00;180,84;180,84;0,00;3,00
558.038;20.06.2022;14:40:24;2.579;S;1;2;1,000;0;43,39;0,00;43,39;43,39;5,21;0,00
558.040;20.06.2022;14:52:54;1.559;S;1;2;3,220;0;71,34;0,00;71,34;71,34;0,00;0,00
558.042;20.06.2022;15:03:55;2.152;S;1;2;20,840;14;779,64;0,00;779,64;722,43;86,20;3,00
558.043;20.06.2022;15:04:53;1.438;S;1;2;27,650;14;1.204,38;0,00;1.204,38;803,80;111,75;3,00
558.044;20.06.2022;15:05:49;1.507;S;1;2;11,840;14;442,08;0,00;442,08;442,08;43,68;2,00
558.045;20.06.2022;15:07:18;3.235;S;1;3;60,000;14;1.023,90;0,00;1.023,90;398,19;71,68;3,00
558.046;20.06.2022;15:08:07;1.215;S;1;2;34,320;7;1.395,11;0,00;1.395,11;1.333,27;138,04;3,00
558.047;20.06.2022;15:10:10;1.238;S;1;3;53,250;21;2.092,33;0,00;2.092,33;1.796,61;283,54;0,00
558.048;20.06.2022;15:13:00;2.303;S;1;2;21,979;14;1.051,27;0,00;1.051,27;899,64;75,09;0,00
558.049;20.06.2022;15:14:44;3.351;S;1;2;11,606;14;325,53;0,00;325,53;277,77;39,06;0,00
558.050;20.06.2022;15:22:05;2.667;S;1;2;59,775;14;2.334,04;0,00;2.334,04;2.164,98;230,33;0,00
558.051;20.06.2022;15:25:40;2.368;S;1;2;20,000;14;462,60;0,00;462,60;462,60;0,00;0,00
558.052;20.06.2022;15:28:16;1.762;S;1;2;8,190;14;525,63;0,00;525,63;350,44;63,08;3,00
558.053;20.06.2022;15:29:13;3.289;S;1;3;31,340;7;1.321,74;0,00;1.321,74;1.301,13;158,61;0,00
558.054;20.06.2022;15:34:42;2.069;S;1;2;92,705;21;2.943,15;0,00;2.943,15;2.365,42;314,35;0,00
558.055;20.06.2022;15:37:36;2.528;S;1;3;33,906;7;1.042,85;0,00;1.042,85;817,81;110,60;0,00
558.056;20.06.2022;15:37:03;1.237;S;1;2;20,162;28;223,11;0,00;223,11;158,36;23,51;0,00
558.057;20.06.2022;15:40:30;1.479;S;1;2;75,940;14;1.488,79;0,00;1.488,79;898,95;109,86;0,00
558.058;20.06.2022;15:43:23;3.416;S;1;3;36,730;28;1.040,66;0,00;1.040,66;1.001,09;102,61;0,00
558.059;20.06.2022;15:45:10;1.285;S;1;3;23,620;14;912,60;0,00;912,60;796,93;137,23;0,00
558.060;20.06.2022;15:50:15;2.528;S;1;2;32,716;7;1.003,70;0,00;1.003,70;778,66;110,60;0,00
558.061;20.06.2022;16:03:03;1.108;S;1;2;37,930;14;732,67;0,00;732,67;729,43;83,16;0,00
558.062;20.06.2022;16:05:33;1.194;S;1;3;45,900;14;686,29;0,00;686,29;578,67;82,29;0,00
558.063;20.06.2022;16:10:24;2.142;S;1;2;19,500;14;490,48;0,00;490,48;436,78;58,86;1,50
558.064;20.06.2022;16:11:18;3.458;S;1;2;20,000;7;295,50;0,00;295,50;114,92;20,69;0,00
558.065;20.06.2022;16:12:38;2.399;S;1;2;8,350;14;256,85;0,00;256,85;171,24;30,82;0,00
558.066;20.06.2022;16:14:21;3.189;S;1;2;45,060;14;646,77;0,00;646,77;419,22;66,77;3,00
558.067;20.06.2022;16:19:22;1.810;S;1;2;67,840;14;1.477,37;0,00;1.477,37;1.366,15;143,19;0,00
558.068;20.06.2022;16:20:19;2.230;S;1;2;31,000;7;433,72;0,00;433,72;168,67;30,36;0,00
558.069;20.06.2022;16:22:09;2.628;S;1;2;25,260;14;1.116,59;0,00;1.116,59;1.116,59;133,99;3,00
558.070;20.06.2022;16:28:19;1.106;S;1;2;18,030;14;441,19;0,00;441,19;386,23;52,94;3,00
558.071;20.06.2022;16:30:27;1.542;S;1;2;27,520;14;662,41;0,00;662,41;470,31;70,65;0,00
558.072;20.06.2022;16:32:32;2.434;S;1;2;60,500;14;1.200,21;0,00;1.200,21;1.002,90;100,30;0,00
558.073;20.06.2022;16:34:47;2.438;S;1;2;62,450;14;807,23;0,00;807,23;674,94;74,50;0,00
558.074;20.06.2022;16:53:18;1.042;S;1;2;37,440;14;487,72;0,00;487,72;386,29;35,67;0,00
558.075;20.06.2022;17:02:41;1.699;S;1;2;35,800;14;702,80;0,00;702,80;644,81;95,57;3,00
558.076;20.06.2022;17:04:43;2.424;S;1;2;33,190;14;1.110,02;0,00;1.110,02;564,24;99,46;0,00
558.077;20.06.2022;17:05:32;1.445;S;1;2;9,500;14;435,29;0,00;435,29;435,29;52,23;0,00
558.078;20.06.2022;17:08:52;3.352;S;1;2;44,280;14;778,76;0,00;778,76;757,24;27,32;0,00
558.079;20.06.2022;17:13:52;1.081;S;1;2;162,960;14;2.579,46;0,00;2.579,46;1.626,93;172,24;2,00
558.080;20.06.2022;17:17:06;2.020;S;1;2;42,890;20;711,17;0,00;711,17;492,23;87,33;0,00
558.081;20.06.2022;17:51:51;1.365;S;1;2;4,040;14;97,96;0,00;97,96;75,58;11,88;0,00
558.082;20.06.2022;18:09:02;1.017;S;1;2;12,140;14;703,90;0,00;703,90;497,13;89,48;0,00
558.083;21.06.2022;16:07:02;1.741;S;1;2;16,450;13;713,77;0,00;713,77;713,77;85,65;0,00
558.084;21.06.2022;07:04:34;2.025;S;1;2;9,790;14;408,66;0,00;408,66;394,80;49,04;3,00
558.085;21.06.2022;16:35:05;1.746;S;1;2;15,650;5;648,42;0,00;648,42;648,42;65,87;0,00
558.086;21.06.2022;07:20:45;2.424;S;1;2;0,000;14;34,50;0,00;34,50;34,50;6,21;0,00
558.087;21.06.2022;08:12:47;2.026;S;1;2;12,310;28;330,56;0,00;330,56;257,13;39,67;0,00
558.088;21.06.2022;08:13:53;3.342;S;1;2;12,700;7;458,57;0,00;458,57;435,07;51,68;0,00
558.089;21.06.2022;08:43:01;1.118;S;1;2;3,350;14;83,84;0,00;83,84;82,67;14,88;3,00
558.090;21.06.2022;08:49:58;1.041;S;1;2;11,556;14;295,42;0,00;295,42;274,38;19,17;0,00
558.091;21.06.2022;08:53:24;2.017;S;1;2;0,574;0;14,38;0,00;14,38;9,59;1,73;0,00
558.092;21.06.2022;08:57:04;2.623;S;1;2;15,800;10;136,26;0,00;136,26;136,26;11,42;0,00
558.093;21.06.2022;09:15:29;1.332;S;1;2;28,440;14;940,66;0,00;940,66;901,65;104,89;0,00
558.094;21.06.2022;09:08:37;1.185;S;1;2;16,600;14;375,56;0,00;375,56;375,56;0,00;0,00
558.095;21.06.2022;09:17:40;2.573;S;1;2;7,200;0;88,16;0,00;88,16;58,78;10,58;0,00
558.096;21.06.2022;09:23:50;1.666;S;1;2;7,060;0;141,55;0,00;141,55;141,55;0,00;0,00
558.097;21.06.2022;09:56:26;1.353;S;1;3;6,620;14;129,34;0,00;129,34;129,34;0,00;0,00
558.098;21.06.2022;09:57:42;2.495;S;1;2;5,858;0;113,27;0,00;113,27;113,27;9,45;0,00
558.099;21.06.2022;10:34:51;1.309;S;1;2;3,754;0;96,73;0,00;96,73;73,09;11,95;0,00
558.101;21.06.2022;10:36:02;2.309;S;1;2;6,084;14;251,01;0,00;251,01;245,36;15,26;0,00
558.102;21.06.2022;10:35:32;2.017;S;1;0;0,000;0;0,00;0,00;0,00;0,00;0,00;0,00
558.103;21.06.2022;10:39:58;1.453;S;1;2;15,350;0;357,14;0,00;357,14;238,11;42,86;0,00
558.104;21.06.2022;10:38:12;2.507;S;1;2;1,550;0;49,44;0,00;49,44;49,44;8,90;0,00
558.105;21.06.2022;10:48:18;1.218;S;1;2;3,548;14;104,20;0,00;104,20;104,20;0,00;0,00
558.106;21.06.2022;10:55:22;1.484;S;1;2;14,710;0;134,48;0,00;134,48;106,63;17,14;0,00
558.107;21.06.2022;10:59:20;1.982;S;1;3;14,700;14;376,64;0,00;376,64;251,11;45,20;0,00
558.109;21.06.2022;11:32:34;1.529;S;1;2;4,010;0;84,37;0,00;84,37;32,81;5,91;0,00
558.110;21.06.2022;12:00:02;2.494;S;1;2;2,410;0;231,54;0,00;231,54;180,21;23,59;0,00
558.111;21.06.2022;14:30:46;2.432;S;1;2;24,590;14;908,61;0,00;908,61;730,02;110,91;0,00
558.113;21.06.2022;12:36:41;1.518;S;1;2;2,262;14;101,27;0,00;101,27;101,27;12,15;0,00
558.115;21.06.2022;13:34:15;3.227;S;1;2;9,237;0;561,11;0,00;561,11;423,00;69,08;0,00
558.116;21.06.2022;13:44:48;2.668;S;1;2;0,560;10;17,23;0,00;17,23;11,49;2,07;0,00
558.117;21.06.2022;13:54:04;2.507;S;1;2;4,182;0;157,65;0,00;157,65;138,11;15,21;0,00
558.118;21.06.2022;13:55:43;2.330;S;1;2;0,516;28;27,61;0,00;27,61;27,61;3,31;0,00
558.119;21.06.2022;14:00:55;1.673;S;1;2;11,450;7;420,96;0,00;420,96;420,96;42,70;0,00
558.120;21.06.2022;14:10:32;1.897;S;1;2;15,200;14;438,42;0,00;438,42;398,12;34,16;0,00
558.121;21.06.2022;14:19:45;2.026;S;1;2;5,700;28;102,56;0,00;102,56;102,56;4,59;0,00
558.122;21.06.2022;14:49:07;1.897;S;1;2;1,400;14;24,78;0,00;24,78;21,81;3,93;0,00
558.123;21.06.2022;14:33:59;2.000;S;1;2;2,680;0;59,24;0,00;59,24;44,01;5,48;0,00
558.124;21.06.2022;14:32:11;1.662;S;1;2;20,400;14;457,56;0,00;457,56;451,61;56,07;0,00
558.125;21.06.2022;14:33:39;1.249;S;1;2;13,660;14;343,20;0,00;343,20;289,53;41,19;0,00
558.126;21.06.2022;14:44:08;1.298;S;1;2;9,200;0;397,26;0,00;397,26;236,85;42,63;0,00
558.127;21.06.2022;14:44:37;2.383;S;1;2;22,255;14;921,10;0,00;921,10;773,34;110,53;0,00
558.128;21.06.2022;14:45:47;2.440;S;1;2;10,438;14;434,89;0,00;434,89;293,34;52,80;0,00
558.129;21.06.2022;14:46:22;1.298;S;1;2;1,100;0;14,60;0,00;14,60;14,60;0,00;0,00
558.130;21.06.2022;15:04:07;1.051;S;1;3;55,940;18;1.719,21;0,00;1.719,21;1.646,36;135,69;0,00
558.131;21.06.2022;15:10:31;1.448;S;1;2;2,300;0;100,58;0,00;100,58;100,58;12,07;0,00
558.134;21.06.2022;15:17:33;2.476;S;1;2;13,010;14;136,11;0,00;136,11;106,11;10,80;0,00
558.135;21.06.2022;15:37:28;1.476;S;1;2;8,560;14;86,17;0,00;86,17;81,19;12,54;3,00
558.136;21.06.2022;15:50:43;2.330;S;1;2;30,516;28;1.052,41;0,00;1.052,41;1.052,41;126,29;0,00
558.137;21.06.2022;15:52:29;1.203;S;1;3;40,400;14;584,52;0,00;584,52;329,40;59,29;0,00
